lda_score_MIN,from_IP,to_IP
1.12E-05,10.0.0.5,172.20.2.133
1.12E-05,10.0.0.5,172.30.1.53
1.12E-05,10.0.0.5,172.30.1.175
1.12E-05,10.0.0.5,172.30.1.132
1.12E-05,10.0.0.5,172.30.1.73
1.12E-05,10.0.0.5,172.20.1.159
1.12E-05,10.0.0.5,172.30.1.87
1.12E-05,10.0.0.5,172.20.1.146
1.12E-05,10.0.0.5,172.10.2.62
1.12E-05,10.0.0.5,172.20.1.183
1.12E-05,10.0.0.5,172.30.1.40
1.12E-05,10.0.0.5,172.20.2.62
1.12E-05,10.0.0.5,172.20.1.79
1.12E-05,10.0.0.5,172.20.2.34
1.12E-05,10.0.0.5,172.10.2.7
1.12E-05,10.0.0.5,172.20.1.154
1.12E-05,10.0.0.5,172.30.2.58
1.12E-05,10.0.0.5,172.10.1.156
1.12E-05,10.0.0.5,172.20.1.170
1.12E-05,10.0.0.5,172.10.1.54
1.12E-05,10.0.0.5,172.10.1.14
1.12E-05,10.0.0.5,172.10.1.202
1.12E-05,10.0.0.5,172.10.1.28
1.12E-05,10.0.0.5,172.10.1.70
1.12E-05,10.0.0.5,172.10.1.182
1.12E-05,10.0.0.5,172.20.2.115
1.12E-05,10.0.0.5,172.20.1.121
1.12E-05,10.0.0.5,172.10.2.133
1.12E-05,10.0.0.5,172.20.1.173
1.12E-05,10.0.0.5,172.10.1.106
1.12E-05,10.0.0.5,172.20.1.214
1.12E-05,10.0.0.5,172.30.1.110
1.12E-05,10.0.0.5,172.30.2.27
1.12E-05,10.0.0.5,172.30.1.47
1.12E-05,10.0.0.5,172.20.2.4
1.12E-05,10.0.0.5,172.20.1.34
1.12E-05,10.0.0.5,172.10.2.26
1.12E-05,10.0.0.5,172.20.1.160
1.12E-05,10.0.0.5,172.20.2.19
1.12E-05,10.0.0.5,172.30.1.153
1.12E-05,10.0.0.5,172.30.2.35
1.12E-05,10.0.0.5,172.10.2.139
1.12E-05,10.0.0.5,172.20.1.240
1.12E-05,10.0.0.5,172.30.1.80
1.12E-05,10.0.0.5,172.10.1.62
1.12E-05,10.0.0.5,172.20.1.2
1.12E-05,10.0.0.5,172.20.1.17
1.12E-05,10.0.0.5,172.20.1.248
1.12E-05,10.0.0.5,172.30.1.225
1.12E-05,10.0.0.5,172.30.1.158
1.12E-05,10.0.0.5,172.20.1.122
1.12E-05,10.0.0.5,172.20.1.132
1.12E-05,10.0.0.5,172.20.1.62
1.12E-05,10.0.0.5,172.20.1.77
1.12E-05,10.0.0.5,172.20.2.81
1.12E-05,10.0.0.5,172.30.1.178
1.12E-05,10.0.0.5,172.30.1.84
1.12E-05,10.0.0.5,172.30.2.91
1.12E-05,10.0.0.5,172.10.1.234
1.12E-05,10.0.0.5,172.20.2.118
1.12E-05,10.0.0.5,172.20.1.192
1.12E-05,10.0.0.5,172.20.1.54
1.12E-05,10.0.0.5,172.10.1.213
1.12E-05,10.0.0.5,172.10.1.78
1.12E-05,10.0.0.5,172.30.2.1
1.12E-05,10.0.0.5,172.20.1.164
1.12E-05,10.0.0.5,172.30.1.24
1.12E-05,10.0.0.5,172.10.2.142
1.12E-05,10.0.0.5,172.20.1.128
1.12E-05,10.0.0.5,172.30.2.83
1.12E-05,10.0.0.5,172.30.2.65
1.12E-05,10.0.0.5,172.10.1.161
1.12E-05,10.0.0.5,172.20.2.114
1.12E-05,10.0.0.5,172.10.1.114
1.12E-05,10.0.0.5,172.20.1.6
1.12E-05,10.0.0.5,172.10.2.11
1.12E-05,10.0.0.5,172.30.2.23
1.12E-05,10.0.0.5,172.30.2.112
1.12E-05,10.0.0.5,172.30.1.22
1.12E-05,10.0.0.5,172.10.2.5
1.12E-05,10.0.0.5,172.30.1.117
1.12E-05,10.0.0.5,172.20.1.45
1.12E-05,10.0.0.5,172.30.2.102
1.12E-05,10.0.0.5,172.20.2.128
1.12E-05,10.0.0.5,172.20.1.60
1.12E-05,10.0.0.5,172.10.1.16
1.12E-05,10.0.0.5,172.10.1.107
1.12E-05,10.0.0.5,172.30.1.135
1.12E-05,10.0.0.5,172.10.2.6
1.12E-05,10.0.0.5,172.10.1.80
1.12E-05,10.0.0.5,172.30.1.208
1.12E-05,10.0.0.5,172.10.1.32
1.12E-05,10.0.0.5,172.30.2.76
1.12E-05,10.0.0.5,172.30.1.136
1.12E-05,10.0.0.5,172.30.1.33
1.12E-05,10.0.0.5,172.30.1.18
1.12E-05,10.0.0.5,172.30.2.20
1.12E-05,10.0.0.5,172.10.1.17
1.12E-05,10.0.0.5,172.20.1.41
1.12E-05,10.0.0.5,172.30.1.133
1.12E-05,10.0.0.5,172.30.2.136
1.12E-05,10.0.0.5,172.20.2.58
1.12E-05,10.0.0.5,172.10.1.206
1.12E-05,10.0.0.5,172.20.2.147
1.12E-05,10.0.0.5,172.10.2.58
1.12E-05,10.0.0.5,172.10.1.150
1.12E-05,10.0.0.5,172.20.2.57
1.12E-05,10.0.0.5,172.30.1.183
1.12E-05,10.0.0.5,172.20.2.123
1.12E-05,10.0.0.5,172.10.1.26
1.12E-05,10.0.0.5,172.10.1.19
1.12E-05,10.0.0.5,172.30.1.235
1.12E-05,10.0.0.5,172.30.1.146
1.12E-05,10.0.0.5,172.30.1.106
1.12E-05,10.0.0.5,172.10.1.196
1.12E-05,10.0.0.5,172.30.1.15
1.12E-05,10.0.0.5,172.20.1.105
1.12E-05,10.0.0.5,172.30.2.97
1.12E-05,10.0.0.5,172.30.2.25
1.12E-05,10.0.0.5,172.30.1.226
1.12E-05,10.0.0.5,172.20.2.27
1.12E-05,10.0.0.5,172.10.2.108
1.12E-05,10.0.0.5,172.10.1.119
1.12E-05,10.0.0.5,172.30.1.222
1.12E-05,10.0.0.5,172.20.1.116
1.12E-05,10.0.0.5,172.10.2.111
1.12E-05,10.0.0.5,172.20.1.212
1.12E-05,10.0.0.5,172.20.1.129
1.12E-05,10.0.0.5,172.30.2.8
1.12E-05,10.0.0.5,172.10.1.36
1.12E-05,10.0.0.5,172.30.1.203
1.12E-05,10.0.0.5,172.30.2.130
1.12E-05,10.0.0.5,172.20.1.83
1.12E-05,10.0.0.5,172.30.1.113
1.12E-05,10.0.0.5,172.10.1.63
1.12E-05,10.0.0.5,172.20.1.94
1.12E-05,10.0.0.5,172.20.2.9
1.12E-05,10.0.0.5,172.30.2.73
1.12E-05,10.0.0.5,172.30.2.134
1.12E-05,10.0.0.5,172.30.1.82
1.12E-05,10.0.0.5,172.10.2.144
1.12E-05,10.0.0.5,172.10.1.86
1.12E-05,10.0.0.5,172.20.1.224
1.12E-05,10.0.0.5,172.20.2.78
1.12E-05,10.0.0.5,172.10.1.113
1.12E-05,10.0.0.5,172.30.1.140
1.12E-05,10.0.0.5,172.30.2.77
1.12E-05,10.0.0.5,172.20.1.158
1.12E-05,10.0.0.5,172.10.1.253
1.12E-05,10.0.0.5,172.10.1.222
1.12E-05,10.0.0.5,172.30.2.53
1.12E-05,10.0.0.5,172.20.2.68
1.12E-05,10.0.0.5,172.10.2.51
1.12E-05,10.0.0.5,172.20.1.119
1.12E-05,10.0.0.5,172.30.1.43
1.12E-05,10.0.0.5,172.10.1.41
1.12E-05,10.0.0.5,172.30.2.105
1.12E-05,10.0.0.5,172.20.1.218
1.12E-05,10.0.0.5,172.10.1.236
1.12E-05,10.0.0.5,172.30.1.248
1.12E-05,10.0.0.5,172.20.1.179
1.12E-05,10.0.0.5,172.20.2.12
1.12E-05,10.0.0.5,172.30.2.12
1.12E-05,10.0.0.5,172.10.1.174
1.12E-05,10.0.0.5,172.10.1.82
1.12E-05,10.0.0.5,172.20.1.97
1.12E-05,10.0.0.5,172.20.1.31
1.12E-05,10.0.0.5,172.20.2.107
1.12E-05,10.0.0.5,172.30.1.119
1.12E-05,10.0.0.5,172.20.1.157
1.12E-05,10.0.0.5,172.10.1.153
1.12E-05,10.0.0.5,172.30.1.160
1.12E-05,10.0.0.5,172.10.1.233
1.12E-05,10.0.0.5,172.20.2.61
1.12E-05,10.0.0.5,172.10.1.217
1.12E-05,10.0.0.5,172.10.2.97
1.12E-05,10.0.0.5,172.30.1.228
1.12E-05,10.0.0.5,172.10.1.38
1.12E-05,10.0.0.5,172.10.1.68
1.12E-05,10.0.0.5,172.10.2.90
1.12E-05,10.0.0.5,172.20.1.42
1.12E-05,10.0.0.5,172.20.1.118
1.12E-05,10.0.0.5,172.20.2.127
1.12E-05,10.0.0.5,172.30.1.176
1.12E-05,10.0.0.5,172.10.1.210
1.12E-05,10.0.0.5,172.30.1.229
1.12E-05,10.0.0.5,172.10.1.60
1.12E-05,10.0.0.5,172.10.2.96
1.12E-05,10.0.0.5,172.30.1.216
1.12E-05,10.0.0.5,172.30.2.85
1.12E-05,10.0.0.5,172.20.1.227
1.12E-05,10.0.0.5,172.20.1.181
1.12E-05,10.0.0.5,172.10.1.130
1.12E-05,10.0.0.5,172.30.1.251
1.12E-05,10.0.0.5,172.30.2.3
1.12E-05,10.0.0.5,172.20.1.233
1.12E-05,10.0.0.5,172.10.2.41
1.12E-05,10.0.0.5,172.30.2.106
1.12E-05,10.0.0.5,172.10.1.61
1.12E-05,10.0.0.5,172.20.2.125
1.12E-05,10.0.0.5,172.20.1.138
1.12E-05,10.0.0.5,172.30.2.139
1.12E-05,10.0.0.5,172.20.2.31
1.12E-05,10.0.0.5,172.30.1.111
1.12E-05,10.0.0.5,172.30.1.232
1.12E-05,10.0.0.5,172.20.1.65
1.12E-05,10.0.0.5,172.20.2.102
1.12E-05,10.0.0.5,172.20.1.32
1.12E-05,10.0.0.5,172.10.2.35
1.12E-05,10.0.0.5,172.30.2.128
1.12E-05,10.0.0.5,172.20.2.103
1.12E-05,10.0.0.5,172.10.1.165
1.12E-05,10.0.0.5,172.10.1.242
1.12E-05,10.0.0.5,172.30.1.212
1.12E-05,10.0.0.5,172.10.1.232
1.12E-05,10.0.0.5,172.10.1.47
1.12E-05,10.0.0.5,172.10.2.71
1.12E-05,10.0.0.5,172.30.2.114
1.12E-05,10.0.0.5,172.20.1.142
1.12E-05,10.0.0.5,172.10.1.204
1.12E-05,10.0.0.5,172.10.2.121
1.12E-05,10.0.0.5,172.10.1.27
1.12E-05,10.0.0.5,172.10.1.133
1.12E-05,10.0.0.5,172.30.1.254
1.12E-05,10.0.0.5,172.10.2.19
1.12E-05,10.0.0.5,172.20.2.145
1.12E-05,10.0.0.5,172.20.1.11
1.12E-05,10.0.0.5,172.20.2.45
1.12E-05,10.0.0.5,172.20.1.226
1.12E-05,10.0.0.5,172.10.1.66
1.12E-05,10.0.0.5,172.30.1.194
1.12E-05,10.0.0.5,172.10.2.27
1.12E-05,10.0.0.5,172.10.2.2
1.12E-05,10.0.0.5,172.10.1.30
1.12E-05,10.0.0.5,172.20.1.9
1.12E-05,10.0.0.5,172.30.1.94
1.12E-05,10.0.0.5,172.30.2.110
1.12E-05,10.0.0.5,172.30.1.205
1.12E-05,10.0.0.5,172.30.1.210
1.12E-05,10.0.0.5,172.10.1.88
1.12E-05,10.0.0.5,172.30.2.81
1.12E-05,10.0.0.5,172.20.2.59
1.12E-05,10.0.0.5,172.20.1.230
1.12E-05,10.0.0.5,172.20.1.30
1.12E-05,10.0.0.5,172.10.2.61
1.12E-05,10.0.0.5,172.20.1.243
1.12E-05,10.0.0.5,172.20.1.147
1.12E-05,10.0.0.5,172.10.1.13
1.12E-05,10.0.0.5,172.10.1.207
1.12E-05,10.0.0.5,172.30.1.186
1.12E-05,10.0.0.5,172.20.2.132
1.12E-05,10.0.0.5,172.20.1.74
1.12E-05,10.0.0.5,172.30.1.100
1.12E-05,10.0.0.5,172.10.1.238
1.12E-05,10.0.0.5,172.10.1.166
1.12E-05,10.0.0.5,172.20.2.40
1.12E-05,10.0.0.5,172.10.2.48
1.12E-05,10.0.0.5,172.30.1.190
1.12E-05,10.0.0.5,172.30.1.217
1.12E-05,10.0.0.5,172.20.1.143
1.12E-05,10.0.0.5,172.20.1.246
1.12E-05,10.0.0.5,172.20.1.29
1.12E-05,10.0.0.5,172.10.1.110
1.12E-05,10.0.0.5,172.20.1.190
1.12E-05,10.0.0.5,172.20.1.56
1.12E-05,10.0.0.5,172.20.1.85
1.12E-05,10.0.0.5,172.20.1.84
1.12E-05,10.0.0.5,172.30.1.35
1.12E-05,10.0.0.5,172.20.1.20
1.12E-05,10.0.0.5,172.30.1.185
1.12E-05,10.0.0.5,172.10.1.123
1.12E-05,10.0.0.5,172.10.1.249
1.12E-05,10.0.0.5,172.20.1.134
1.12E-05,10.0.0.5,172.30.1.231
1.12E-05,10.0.0.5,172.20.1.169
1.12E-05,10.0.0.5,172.10.1.216
1.12E-05,10.0.0.5,172.30.1.61
1.12E-05,10.0.0.5,172.20.1.23
1.12E-05,10.0.0.5,172.20.2.83
1.12E-05,10.0.0.5,172.20.2.131
1.12E-05,10.0.0.5,172.30.1.172
1.12E-05,10.0.0.5,172.20.2.33
1.12E-05,10.0.0.5,172.30.1.52
1.12E-05,10.0.0.5,172.10.1.72
1.12E-05,10.0.0.5,172.30.1.202
1.12E-05,10.0.0.5,172.20.1.112
1.12E-05,10.0.0.5,172.30.1.187
1.12E-05,10.0.0.5,172.30.2.72
1.12E-05,10.0.0.5,172.20.1.108
1.12E-05,10.0.0.5,172.30.1.237
1.12E-05,10.0.0.5,172.10.1.143
1.12E-05,10.0.0.5,172.10.1.134
1.12E-05,10.0.0.5,172.10.1.189
1.12E-05,10.0.0.5,172.30.1.97
1.12E-05,10.0.0.5,172.20.1.156
1.12E-05,10.0.0.5,172.30.1.92
1.12E-05,10.0.0.5,172.30.1.138
1.12E-05,10.0.0.5,172.30.1.50
1.12E-05,10.0.0.5,172.30.1.95
1.12E-05,10.0.0.5,172.30.1.230
1.12E-05,10.0.0.5,172.30.1.12
1.12E-05,10.0.0.5,172.20.1.86
1.12E-05,10.0.0.5,172.30.1.242
1.12E-05,10.0.0.5,172.20.1.14
1.12E-05,10.0.0.5,172.30.1.112
1.12E-05,10.0.0.5,172.10.1.246
1.12E-05,10.0.0.5,172.20.2.100
1.12E-05,10.0.0.5,172.10.2.112
1.12E-05,10.0.0.5,172.10.1.240
1.12E-05,10.0.0.5,172.30.1.45
1.12E-05,10.0.0.5,172.20.2.23
1.12E-05,10.0.0.5,172.20.2.142
1.12E-05,10.0.0.5,172.30.1.13
1.12E-05,10.0.0.5,172.30.2.126
1.12E-05,10.0.0.5,172.10.2.22
1.12E-05,10.0.0.5,172.20.2.146
1.12E-05,10.0.0.5,172.30.1.155
1.12E-05,10.0.0.5,172.20.1.186
1.12E-05,10.0.0.5,172.30.1.213
1.12E-05,10.0.0.5,172.30.1.245
1.12E-05,10.0.0.5,172.20.2.14
1.12E-05,10.0.0.5,172.10.1.137
1.12E-05,10.0.0.5,172.20.1.40
1.12E-05,10.0.0.5,172.10.2.67
1.12E-05,10.0.0.5,172.20.1.229
1.12E-05,10.0.0.5,172.20.1.66
1.12E-05,10.0.0.5,172.10.2.93
1.12E-05,10.0.0.5,172.10.1.181
1.12E-05,10.0.0.5,172.10.1.190
1.12E-05,10.0.0.5,172.30.1.144
1.12E-05,10.0.0.5,172.10.2.114
1.12E-05,10.0.0.5,172.30.2.89
1.12E-05,10.0.0.5,172.30.1.130
1.12E-05,10.0.0.5,172.20.2.96
1.12E-05,10.0.0.5,172.30.1.125
1.12E-05,10.0.0.5,172.10.2.124
1.12E-05,10.0.0.5,172.30.1.2
1.12E-05,10.0.0.5,172.10.1.112
1.12E-05,10.0.0.5,172.20.1.221
1.12E-05,10.0.0.5,172.20.1.197
1.12E-05,10.0.0.5,172.20.2.24
1.12E-05,10.0.0.5,172.20.1.172
1.12E-05,10.0.0.5,172.20.1.123
1.12E-05,10.0.0.5,172.10.1.179
1.12E-05,10.0.0.5,172.20.1.211
1.12E-05,10.0.0.5,172.20.2.16
1.12E-05,10.0.0.5,172.30.2.127
1.12E-05,10.0.0.5,172.20.1.91
1.12E-05,10.0.0.5,172.10.2.42
1.12E-05,10.0.0.5,172.10.1.218
1.12E-05,10.0.0.5,172.10.2.31
1.12E-05,10.0.0.5,172.30.1.104
1.12E-05,10.0.0.5,172.20.2.44
1.12E-05,10.0.0.5,172.10.1.100
1.12E-05,10.0.0.5,172.20.2.101
1.12E-05,10.0.0.5,172.10.1.220
1.12E-05,10.0.0.5,172.30.1.250
1.12E-05,10.0.0.5,172.30.1.252
1.12E-05,10.0.0.5,172.20.2.140
1.12E-05,10.0.0.5,172.20.2.108
1.12E-05,10.0.0.5,172.30.2.129
1.12E-05,10.0.0.5,172.10.1.225
1.12E-05,10.0.0.5,172.10.1.2
1.12E-05,10.0.0.5,172.10.1.149
1.12E-05,10.0.0.5,172.20.1.182
1.12E-05,10.0.0.5,172.30.1.197
1.12E-05,10.0.0.5,172.10.2.125
1.12E-05,10.0.0.5,172.10.2.127
1.12E-05,10.0.0.5,172.20.1.26
1.12E-05,10.0.0.5,172.10.1.250
1.12E-05,10.0.0.5,172.10.2.37
1.12E-05,10.0.0.5,172.30.1.38
1.12E-05,10.0.0.5,172.30.2.34
1.12E-05,10.0.0.5,172.30.1.184
1.12E-05,10.0.0.5,172.30.1.81
1.12E-05,10.0.0.5,172.20.1.238
1.12E-05,10.0.0.5,172.20.1.196
1.12E-05,10.0.0.5,172.20.1.232
1.12E-05,10.0.0.5,172.20.2.112
1.12E-05,10.0.0.5,172.10.2.4
1.12E-05,10.0.0.5,172.10.1.29
1.12E-05,10.0.0.5,172.30.1.65
1.12E-05,10.0.0.5,172.10.2.75
1.12E-05,10.0.0.5,172.10.1.229
1.12E-05,10.0.0.5,172.10.2.34
1.12E-05,10.0.0.5,172.10.1.239
1.12E-05,10.0.0.5,172.30.1.154
1.12E-05,10.0.0.5,172.30.1.236
1.12E-05,10.0.0.5,172.10.1.252
1.12E-05,10.0.0.5,172.30.1.79
1.12E-05,10.0.0.5,172.20.2.63
1.12E-05,10.0.0.5,172.20.2.98
1.12E-05,10.0.0.5,172.10.2.84
1.12E-05,10.0.0.5,172.10.1.92
1.12E-05,10.0.0.5,172.30.1.240
1.12E-05,10.0.0.5,172.30.2.49
1.12E-05,10.0.0.5,172.30.1.247
1.12E-05,10.0.0.5,172.30.1.238
1.12E-05,10.0.0.5,172.30.1.142
1.12E-05,10.0.0.5,172.20.1.155
1.12E-05,10.0.0.5,172.20.2.20
1.12E-05,10.0.0.5,172.10.1.230
1.12E-05,10.0.0.5,172.10.2.53
1.12E-05,10.0.0.5,172.20.1.124
1.12E-05,10.0.0.5,172.30.2.103
1.12E-05,10.0.0.5,172.20.1.249
1.12E-05,10.0.0.5,172.10.1.67
1.12E-05,10.0.0.5,172.10.1.140
1.12E-05,10.0.0.5,172.20.2.46
1.12E-05,10.0.0.5,172.10.1.178
1.12E-05,10.0.0.5,172.30.1.78
1.12E-05,10.0.0.5,172.10.1.235
1.12E-05,10.0.0.5,172.20.1.115
1.12E-05,10.0.0.5,172.10.2.40
1.12E-05,10.0.0.5,172.30.1.180
1.12E-05,10.0.0.5,172.20.1.113
1.12E-05,10.0.0.5,172.10.1.94
1.12E-05,10.0.0.5,172.30.2.135
1.12E-05,10.0.0.5,172.30.2.5
1.12E-05,10.0.0.5,172.30.1.177
1.12E-05,10.0.0.5,172.30.1.48
1.12E-05,10.0.0.5,172.10.1.15
1.12E-05,10.0.0.5,172.30.1.241
1.12E-05,10.0.0.5,172.20.1.106
1.12E-05,10.0.0.5,172.30.1.69
1.12E-05,10.0.0.5,172.20.2.95
1.12E-05,10.0.0.5,172.20.1.213
1.12E-05,10.0.0.5,172.10.2.52
1.12E-05,10.0.0.5,172.30.1.4
1.12E-05,10.0.0.5,172.20.2.141
1.12E-05,10.0.0.5,172.10.1.35
1.12E-05,10.0.0.5,172.20.1.8
1.12E-05,10.0.0.5,172.30.2.4
1.12E-05,10.0.0.5,172.10.2.68
1.12E-05,10.0.0.5,172.20.1.163
1.12E-05,10.0.0.5,172.30.1.23
1.12E-05,10.0.0.5,172.10.2.117
1.12E-05,10.0.0.5,172.30.2.104
1.12E-05,10.0.0.5,172.10.1.51
1.12E-05,10.0.0.5,172.30.1.121
1.12E-05,10.0.0.5,172.20.1.187
1.12E-05,10.0.0.5,172.30.2.24
1.12E-05,10.0.0.5,172.20.2.6
1.12E-05,10.0.0.5,172.10.2.79
1.12E-05,10.0.0.5,172.30.1.239
1.12E-05,10.0.0.5,172.10.2.94
1.12E-05,10.0.0.5,172.20.1.37
1.12E-05,10.0.0.5,172.20.2.144
1.12E-05,10.0.0.5,172.30.1.60
1.12E-05,10.0.0.5,172.30.2.17
1.12E-05,10.0.0.5,172.30.1.28
1.12E-05,10.0.0.5,172.30.1.209
1.12E-05,10.0.0.5,172.20.2.119
1.12E-05,10.0.0.5,172.30.1.101
1.12E-05,10.0.0.5,172.30.1.49
1.12E-05,10.0.0.5,172.20.1.88
1.12E-05,10.0.0.5,172.10.1.103
1.12E-05,10.0.0.5,172.10.2.24
1.12E-05,10.0.0.5,172.20.1.205
1.12E-05,10.0.0.5,172.10.2.131
1.12E-05,10.0.0.5,172.20.1.167
1.12E-05,10.0.0.5,172.20.2.35
1.12E-05,10.0.0.5,172.30.2.62
1.12E-05,10.0.0.5,172.10.2.122
1.12E-05,10.0.0.5,172.20.1.38
1.12E-05,10.0.0.5,172.20.1.216
1.12E-05,10.0.0.5,172.10.1.120
1.12E-05,10.0.0.5,172.10.1.226
1.12E-05,10.0.0.5,172.20.2.93
1.12E-05,10.0.0.5,172.20.2.25
1.12E-05,10.0.0.5,172.20.2.47
1.12E-05,10.0.0.5,172.10.1.231
1.12E-05,10.0.0.5,172.30.1.147
1.12E-05,10.0.0.5,172.20.2.86
1.12E-05,10.0.0.5,172.30.1.68
1.12E-05,10.0.0.5,172.20.2.39
1.12E-05,10.0.0.5,172.10.2.54
1.12E-05,10.0.0.5,172.10.2.146
1.12E-05,10.0.0.5,172.20.1.63
1.12E-05,10.0.0.5,172.30.2.50
1.12E-05,10.0.0.5,172.30.2.47
1.12E-05,10.0.0.5,172.30.1.211
1.12E-05,10.0.0.5,172.20.2.64
1.12E-05,10.0.0.5,172.10.1.111
1.12E-05,10.0.0.5,172.20.1.199
1.12E-05,10.0.0.5,172.10.1.186
1.12E-05,10.0.0.5,172.30.1.214
1.12E-05,10.0.0.5,172.20.2.91
1.12E-05,10.0.0.5,172.30.1.116
1.12E-05,10.0.0.5,172.30.1.189
1.12E-05,10.0.0.5,172.10.1.244
1.12E-05,10.0.0.5,172.30.2.54
1.12E-05,10.0.0.5,172.30.1.7
1.12E-05,10.0.0.5,172.30.1.224
1.12E-05,10.0.0.5,172.20.1.16
1.12E-05,10.0.0.5,172.20.1.61
1.12E-05,10.0.0.5,172.20.1.247
1.12E-05,10.0.0.5,172.30.1.8
1.12E-05,10.0.0.5,172.30.1.20
1.12E-05,10.0.0.5,172.30.1.76
1.12E-05,10.0.0.5,172.20.1.215
1.12E-05,10.0.0.5,172.30.1.201
1.12E-05,10.0.0.5,172.20.1.185
1.12E-05,10.0.0.5,172.20.1.48
1.12E-05,10.0.0.5,172.20.1.133
1.12E-05,10.0.0.5,172.30.1.3
1.12E-05,10.0.0.5,172.30.1.143
1.12E-05,10.0.0.5,172.20.1.210
1.12E-05,10.0.0.5,172.20.2.87
1.12E-05,10.0.0.5,172.10.2.30
1.12E-05,10.0.0.5,172.30.2.21
1.12E-05,10.0.0.5,172.30.1.93
1.12E-05,10.0.0.5,172.20.2.32
1.12E-05,10.0.0.5,172.30.1.188
1.12E-05,10.0.0.5,172.30.1.234
1.12E-05,10.0.0.5,172.20.2.84
1.12E-05,10.0.0.5,172.30.1.59
1.12E-05,10.0.0.5,172.10.1.99
1.12E-05,10.0.0.5,172.10.1.176
1.12E-05,10.0.0.5,172.10.1.173
1.12E-05,10.0.0.5,172.20.2.99
1.12E-05,10.0.0.5,172.20.2.106
1.12E-05,10.0.0.5,172.20.2.124
1.12E-05,10.0.0.5,172.10.2.55
1.12E-05,10.0.0.5,172.20.1.235
1.12E-05,10.0.0.5,172.10.2.120
1.12E-05,10.0.0.5,172.10.2.72
1.12E-05,10.0.0.5,172.30.2.66
1.12E-05,10.0.0.5,172.10.1.71
1.12E-05,10.0.0.5,172.30.2.42
1.12E-05,10.0.0.5,172.20.1.153
1.12E-05,10.0.0.5,172.30.1.122
1.12E-05,10.0.0.5,172.10.2.3
1.12E-05,10.0.0.5,172.10.1.39
1.12E-05,10.0.0.5,172.10.1.89
1.12E-05,10.0.0.5,172.20.1.27
1.12E-05,10.0.0.5,172.10.2.43
1.12E-05,10.0.0.5,172.10.1.248
1.12E-05,10.0.0.5,172.20.1.219
1.12E-05,10.0.0.5,172.30.1.244
1.12E-05,10.0.0.5,172.10.2.47
1.12E-05,10.0.0.5,172.10.1.124
1.12E-05,10.0.0.5,172.20.2.105
1.12E-05,10.0.0.5,172.30.1.134
1.12E-05,10.0.0.5,172.10.2.36
1.12E-05,10.0.0.5,172.30.1.220
1.12E-05,10.0.0.5,172.20.1.171
1.12E-05,10.0.0.5,172.10.1.49
1.12E-05,10.0.0.5,172.30.2.56
1.12E-05,10.0.0.5,172.10.1.151
1.12E-05,10.0.0.5,172.30.1.204
1.12E-05,10.0.0.5,172.10.1.79
1.12E-05,10.0.0.5,172.30.1.167
1.12E-05,10.0.0.5,172.10.2.123
1.12E-05,10.0.0.5,172.20.1.21
1.12E-05,10.0.0.5,172.10.2.88
1.12E-05,10.0.0.5,172.20.1.120
1.12E-05,10.0.0.5,172.30.2.59
1.12E-05,10.0.0.5,172.30.1.221
1.12E-05,10.0.0.5,172.20.1.76
1.12E-05,10.0.0.5,172.30.2.22
1.12E-05,10.0.0.5,172.20.1.200
1.12E-05,10.0.0.5,172.20.1.151
1.12E-05,10.0.0.5,172.20.2.89
1.12E-05,10.0.0.5,172.20.1.15
1.12E-05,10.0.0.5,172.20.2.66
1.12E-05,10.0.0.5,172.10.1.237
1.12E-05,10.0.0.5,172.10.2.77
1.12E-05,10.0.0.5,172.10.2.10
1.12E-05,10.0.0.5,172.30.1.19
1.12E-05,10.0.0.5,172.30.2.19
1.12E-05,10.0.0.5,172.10.1.163
1.12E-05,10.0.0.5,172.20.2.1
1.12E-05,10.0.0.5,172.20.1.53
1.12E-05,10.0.0.5,172.10.1.201
1.12E-05,10.0.0.5,172.20.1.152
1.12E-05,10.0.0.5,172.30.1.181
1.12E-05,10.0.0.5,172.20.2.42
1.12E-05,10.0.0.5,172.20.2.111
1.12E-05,10.0.0.5,172.30.1.124
1.12E-05,10.0.0.5,172.30.2.93
1.12E-05,10.0.0.5,172.20.2.22
1.12E-05,10.0.0.5,172.10.1.208
1.12E-05,10.0.0.5,172.20.1.145
1.12E-05,10.0.0.5,172.30.1.164
1.12E-05,10.0.0.5,172.30.2.31
1.12E-05,10.0.0.5,172.10.1.205
1.12E-05,10.0.0.5,172.30.1.118
1.12E-05,10.0.0.5,172.30.1.157
1.12E-05,10.0.0.5,172.20.2.18
1.12E-05,10.0.0.5,172.10.2.105
1.12E-05,10.0.0.5,172.30.1.16
1.12E-05,10.0.0.5,172.30.1.58
1.12E-05,10.0.0.5,172.30.1.243
1.12E-05,10.0.0.5,172.30.1.192
1.12E-05,10.0.0.5,172.20.1.231
1.12E-05,10.0.0.5,172.30.2.41
1.12E-05,10.0.0.5,172.30.1.123
1.12E-05,10.0.0.5,172.20.1.110
1.12E-05,10.0.0.5,172.20.1.36
1.12E-05,10.0.0.5,172.20.2.5
1.12E-05,10.0.0.5,172.30.2.131
1.12E-05,10.0.0.5,172.20.1.217
1.12E-05,10.0.0.5,172.30.2.101
1.12E-05,10.0.0.5,172.20.1.3
1.12E-05,10.0.0.5,172.10.1.135
1.12E-05,10.0.0.5,172.20.1.223
